Place,Fish,Rep,Fish.wt,Fish.lt,Oto.wd,Oto.lt,Oto.wt,Ca,Sr,Ba,Mn,Zn,K,Pb,Cu
SNI,10,3,12.30,10.00,3.40,5.80,0.0270,99.39,0.25,0.12,0.01,0.01,0.21,0.00,0.00
SNI,11,1,13.60,10.40,3.50,5.70,0.0231,99.20,0.53,0.09,0.02,0.00,0.14,0.00,0.01
SNI,11,2,13.60,10.40,3.50,5.70,0.0231,99.11,0.65,0.07,0.01,0.00,0.14,0.00,0.02
SNI,11,3,13.60,10.40,3.50,5.70,0.0231,99.01,0.64,0.05,0.02,0.04,0.16,0.02,0.06
SNI,12,1,13.90,10.50,3.40,5.70,0.0268,99.27,0.46,0.08,0.02,0.00,0.14,0.00,0.03
SNI,12,2,13.90,10.50,3.40,5.70,0.0268,99.25,0.49,0.05,0.01,0.00,0.16,0.01,0.02
SNI,12,3,13.90,10.50,3.40,5.70,0.0268,99.14,0.58,0.01,0.02,0.01,0.18,0.02,0.05
SNI,13,1,13.30,10.50,3.30,5.90,0.0267,99.43,0.25,0.08,0.02,0.00,0.19,0.00,0.03
SNI,13,2,13.30,10.50,3.30,5.90,0.0267,99.46,0.28,0.09,0.02,0.00,0.13,0.01,0.02
SNI,13,3,13.30,10.50,3.30,5.90,0.0267,99.33,0.27,0.12,0.03,0.01,0.20,0.00,0.04
SNI,14,1,15.80,11.20,3.30,6.20,0.0339,99.24,0.47,0.09,0.01,0.00,0.17,0.00,0.02
SNI,14,2,15.80,11.20,3.30,6.20,0.0339,99.10,0.52,0.13,0.01,0.00,0.23,0.00,0.01
SNI,14,3,15.80,11.20,3.30,6.20,0.0339,99.15,0.60,0.04,0.03,0.01,0.14,0.00,0.03
SNI,15,1,14.70,10.70,3.40,5.80,0.0271,99.46,0.18,0.11,0.01,0.00,0.21,-0.01,0.03
SNI,15,2,14.70,10.70,3.40,5.80,0.0271,99.51,0.20,0.05,0.03,0.00,0.14,0.01,0.05
SNI,15,3,14.70,10.70,3.40,5.80,0.0271,99.50,0.17,0.03,0.03,0.01,0.20,0.02,0.04
SNI,16,1,15.50,11.10,3.50,5.90,0.0275,99.22,0.45,0.09,0.03,0.00,0.16,0.00,0.03
SNI,16,2,15.50,11.10,3.50,5.90,0.0275,99.22,0.49,0.07,0.02,0.00,0.17,0.01,0.03
SNI,16,3,15.50,11.10,3.50,5.90,0.0275,99.17,0.54,0.05,0.02,0.01,0.15,0.01,0.04
SNI,17,1,11.10,9.90,3.20,5.40,0.0219,99.30,0.46,0.09,0.02,0.00,0.10,0.00,0.03
SNI,17,2,11.10,9.90,3.20,5.40,0.0219,99.29,0.48,0.02,0.02,0.00,0.14,0.01,0.04
SNI,17,3,11.10,9.90,3.20,5.40,0.0219,99.21,0.53,0.00,0.06,0.01,0.11,0.02,0.06
SNI,18,1,14.60,10.80,3.60,6.10,0.0273,99.20,0.46,0.11,0.02,0.01,0.19,0.00,0.02
SNI,18,2,14.60,10.80,3.60,6.10,0.0273,99.24,0.47,0.08,0.03,0.00,0.14,0.01,0.04
SNI,18,3,14.60,10.80,3.60,6.10,0.0273,99.02,0.52,0.22,0.02,0.01,0.22,-0.01,0.01
SNI,19,1,9.80,9.60,3.40,5.50,0.0235,99.29,0.44,0.05,0.02,0.01,0.17,0.00,0.03
SNI,19,2,9.80,9.60,3.40,5.50,0.0235,99.24,0.49,0.05,0.01,0.00,0.18,0.01,0.03
SNI,19,3,9.80,9.60,3.40,5.50,0.0235,99.22,0.48,0.05,0.02,0.02,0.17,0.01,0.03
SNI,20,1,15.30,11.00,3.50,6.00,0.0276,99.33,0.45,0.04,0.01,0.00,0.15,0.00,0.01
SNI,20,2,15.30,11.00,3.50,6.00,0.0276,99.23,0.49,0.04,0.02,0.00,0.18,0.01,0.03
SNI,20,3,15.30,11.00,3.50,6.00,0.0276,99.17,0.56,0.00,0.02,0.01,0.17,0.03,0.06
SNI,21,1,13.50,10.70,3.20,5.70,0.0230,99.26,0.42,0.07,0.02,0.01,0.19,0.01,0.03
SNI,21,2,13.50,10.70,3.20,5.70,0.0230,99.22,0.45,0.07,0.01,0.00,0.23,0.00,0.02
SNI,21,3,13.50,10.70,3.20,5.70,0.0230,99.26,0.50,0.04,0.02,0.01,0.13,0.01,0.04
SNI,22,1,15.40,11.10,3.20,5.90,0.0263,99.04,0.69,0.07,0.01,0.00,0.16,0.00,0.02
SNI,22,2,15.40,11.10,3.20,5.90,0.0263,98.97,0.81,0.03,0.01,0.01,0.13,0.01,0.02
SNI,22,3,15.40,11.10,3.20,5.90,0.0263,99.03,0.69,0.04,0.02,0.01,0.16,0.01,0.04
SNI,23,1,14.00,10.60,3.50,5.80,0.0251,99.35,0.37,0.07,0.03,0.00,0.14,0.01,0.03
SNI,23,2,14.00,10.60,3.50,5.80,0.0251,99.25,0.44,0.07,0.03,0.00,0.18,0.01,0.02
SNI,23,3,14.00,10.60,3.50,5.80,0.0251,99.31,0.46,0.00,0.04,0.01,0.10,0.02,0.06
SNI,24,1,15.70,11.20,3.40,6.10,0.0297,99.25,0.45,0.06,0.01,0.01,0.20,0.00,0.03
SNI,24,2,15.70,11.20,3.40,6.10,0.0297,99.32,0.46,0.01,0.02,0.01,0.14,0.00,0.04
SNI,24,3,15.70,11.20,3.40,6.10,0.0297,99.19,0.51,0.01,0.06,0.01,0.14,0.02,0.05
SNI,25,1,9.60,9.60,3.20,5.20,0.0198,99.31,0.45,0.06,0.01,0.00,0.14,0.01,0.02
SNI,25,2,9.60,9.60,3.20,5.20,0.0198,99.31,0.48,0.02,0.03,0.01,0.12,0.01,0.02
SNI,25,3,9.60,9.60,3.20,5.20,0.0198,99.20,0.48,0.09,0.00,0.02,0.17,0.01,0.03
SNI,26,1,11.00,10.00,3.40,5.90,0.0265,99.44,0.32,0.04,0.02,0.01,0.15,0.00,0.02
SNI,26,2,11.00,10.00,3.40,5.90,0.0265,99.31,0.36,0.14,0.02,0.00,0.17,-0.01,0.01
SNI,26,3,11.00,10.00,3.40,5.90,0.0265,99.28,0.42,0.06,0.02,0.01,0.17,0.00,0.04
SNI,27,1,12.90,10.30,3.20,5.60,0.0228,99.45,0.31,0.07,0.02,0.00,0.13,0.00,0.01
SNI,27,2,12.90,10.30,3.20,5.60,0.0228,99.39,0.34,0.04,0.02,0.00,0.17,0.00,0.03
SNI,27,3,12.90,10.30,3.20,5.60,0.0228,99.32,0.32,0.07,0.03,0.03,0.20,0.00,0.03
SNI,28,1,11.80,10.10,3.20,5.70,0.0233,99.25,0.45,0.10,0.02,0.00,0.18,0.00,0.01
SNI,28,2,11.80,10.10,3.20,5.70,0.0233,99.32,0.47,0.03,0.01,0.00,0.12,0.01,0.04
SNI,28,3,11.80,10.10,3.20,5.70,0.0233,99.31,0.48,-0.02,0.02,0.01,0.13,0.02,0.05
SNI,29,1,11.50,10.30,3.40,5.70,0.0266,99.36,0.41,0.07,0.01,0.00,0.13,0.00,0.02
SNI,29,2,11.50,10.30,3.40,5.70,0.0266,99.26,0.46,0.08,0.03,0.00,0.17,-0.02,0.02
SNI,29,3,11.50,10.30,3.40,5.70,0.0266,99.08,0.55,0.12,0.01,0.01,0.22,0.00,0.01
SNI,30,1,7.80,8.90,2.90,4.90,0.0173,99.10,0.66,0.02,0.02,0.00,0.17,0.00,0.02
SNI,30,2,7.80,8.90,2.90,4.90,0.0173,99.03,0.74,0.02,0.02,0.00,0.14,0.01,0.03
SNI,30,3,7.80,8.90,2.90,4.90,0.0173,98.94,0.76,0.06,0.02,0.01,0.16,0.01,0.04
PNA,1,1,80.00,18.10,5.00,9.00,0.1206,99.20,0.47,0.09,0.01,0.00,0.20,0.00,0.02
PNA,1,2,80.00,18.10,5.00,9.00,0.1206,99.22,0.49,0.10,0.00,0.00,0.18,0.00,0.01
PNA,1,3,80.00,18.10,5.00,9.00,0.1206,99.07,0.54,0.17,0.00,0.00,0.20,0.00,0.01
PNA,2,1,69.20,17.70,4.70,9.20,0.1014,99.26,0.45,0.10,0.02,0.00,0.14,0.00,0.01
PNA,2,2,69.20,17.70,4.70,9.20,0.1014,99.22,0.48,0.07,0.01,0.00,0.19,0.00,0.02
PNA,2,3,69.20,17.70,4.70,9.20,0.1014,99.08,0.52,0.18,0.00,0.01,0.21,-0.01,0.01
PNA,3,1,54.20,15.80,4.60,8.70,0.0881,99.25,0.45,0.09,0.02,0.00,0.19,0.00,0.01
PNA,3,2,54.20,15.80,4.60,8.70,0.0881,99.20,0.51,0.05,0.02,0.00,0.20,0.00,0.02
PNA,3,3,54.20,15.80,4.60,8.70,0.0881,99.12,0.49,0.14,0.02,0.01,0.21,0.00,0.01
PNA,4,1,89.30,18.70,5.40,10.00,0.1387,99.21,0.46,0.11,0.01,0.00,0.18,0.00,0.02
PNA,4,2,89.30,18.70,5.40,10.00,0.1387,99.20,0.50,0.08,0.01,0.00,0.19,0.00,0.02
PNA,4,3,89.30,18.70,5.40,10.00,0.1387,99.06,0.53,0.16,0.01,0.01,0.22,-0.01,0.02
PNA,5,1,66.80,18.20,4.70,8.50,0.0968,99.22,0.50,0.09,0.01,0.00,0.16,0.00,0.02
PNA,5,2,66.80,18.20,4.70,8.50,0.0968,99.21,0.51,0.05,0.01,0.00,0.18,0.01,0.03
PNA,5,3,66.80,18.20,4.70,8.50,0.0968,99.08,0.57,0.12,0.01,0.00,0.20,0.00,0.02
PNA,6,1,61.40,16.60,4.90,8.90,0.0940,99.12,0.54,0.09,0.00,0.00,0.23,0.00,0.01
PNA,6,2,61.40,16.60,4.90,8.90,0.0940,99.06,0.59,0.07,0.01,0.01,0.24,0.00,0.02
PNA,6,3,61.40,16.60,4.90,8.90,0.0940,98.98,0.63,0.16,0.01,0.00,0.21,-0.01,0.02
PNA,7,1,60.80,16.90,5.00,8.60,0.1122,99.21,0.42,0.13,0.01,0.01,0.22,0.00,0.01
PNA,7,2,60.80,16.90,5.00,8.60,0.1122,99.13,0.47,0.18,0.00,0.00,0.23,-0.01,0.00
PNA,7,3,60.80,16.90,5.00,8.60,0.1122,98.56,0.58,0.52,0.03,0.00,0.32,-0.02,0.01
PNA,8,1,82.50,18.60,5.00,9.50,0.1367,99.10,0.40,0.20,0.03,0.00,0.23,0.00,0.03
PNA,8,2,82.50,18.60,5.00,9.50,0.1367,99.15,0.47,0.14,0.01,0.00,0.22,0.00,0.01
PNA,8,3,82.50,18.60,5.00,9.50,0.1367,99.02,0.47,0.23,0.00,0.02,0.25,-0.01,0.01
PNA,9,1,108.80,20.70,5.10,10.50,0.1570,99.18,0.47,0.11,0.01,0.00,0.20,0.00,0.02
PNA,9,2,108.80,20.70,5.10,10.50,0.1570,99.05,0.53,0.14,0.01,0.00,0.26,0.00,0.01
PNA,9,3,108.80,20.70,5.10,10.50,0.1570,98.96,0.57,0.15,0.02,0.01,0.29,0.00,0.01
PNA,10,1,51.20,15.80,4.50,8.50,0.0925,99.14,0.49,0.16,0.01,0.00,0.17,0.00,0.02
PNA,10,2,51.20,15.80,4.50,8.50,0.0925,99.10,0.52,0.17,0.02,0.00,0.18,-0.01,0.02
PNA,10,3,51.20,15.80,4.50,8.50,0.0925,98.83,0.62,0.25,0.01,0.03,0.27,-0.02,0.00
PNA,11,1,85.60,19.20,5.30,10.10,0.1442,99.22,0.41,0.14,0.01,0.00,0.21,0.00,0.01
PNA,11,2,85.60,19.20,5.30,10.10,0.1442,99.32,0.45,0.05,0.00,0.01,0.15,0.01,0.02
PNA,11,3,85.60,19.20,5.30,10.10,0.1442,99.13,0.47,0.14,0.01,0.01,0.22,-0.01,0.02
PNA,12,1,69.40,17.60,4.70,9.30,0.0963,99.13,0.54,0.14,0.01,0.00,0.19,-0.01,0.00
PNA,12,2,69.40,17.60,4.70,9.30,0.0963,99.29,0.40,0.10,0.02,0.00,0.16,0.00,0.02
PNA,12,3,69.40,17.60,4.70,9.30,0.0963,99.13,0.41,0.21,0.00,0.01,0.22,-0.01,0.02
PNA,13,1,101.30,20.20,5.30,11.30,0.1602,99.15,0.46,0.18,0.01,0.01,0.18,0.00,0.02
PNA,13,2,101.30,20.20,5.30,11.30,0.1602,98.98,0.50,0.26,0.00,0.01,0.24,0.00,0.02
PNA,13,3,101.30,20.20,5.30,11.30,0.1602,98.88,0.50,0.31,0.01,0.00,0.29,-0.01,0.01
PNA,14,1,59.80,17.20,4.50,8.40,0.0906,99.11,0.51,0.12,0.01,0.00,0.22,0.00,0.02
PNA,14,2,59.80,17.20,4.50,8.40,0.0906,99.18,0.49,0.08,0.02,0.00,0.20,0.00,0.03
PNA,14,3,59.80,17.20,4.50,8.40,0.0906,98.99,0.56,0.19,0.02,0.00,0.21,0.00,0.02
PNA,15,1,49.20,16.10,4.50,7.40,0.0769,99.05,0.44,0.22,0.02,0.00,0.24,0.00,0.03
PNA,15,2,49.20,16.10,4.50,7.40,0.0769,99.23,0.46,0.10,0.01,0.00,0.17,0.00,0.03
PNA,15,3,49.20,16.10,4.50,7.40,0.0769,98.95,0.59,0.24,0.03,0.00,0.17,-0.03,0.05
PNA,16,1,54.70,16.10,4.60,8.70,0.0927,99.16,0.54,0.11,0.01,0.00,0.19,0.00,0.00
PNA,16,2,54.70,16.10,4.60,8.70,0.0927,98.99,0.56,0.18,0.02,0.00,0.22,0.00,0.02
PNA,16,3,54.70,16.10,4.60,8.70,0.0927,98.64,0.68,0.41,-0.01,0.00,0.30,-0.02,-0.01
PNA,17,1,53.10,16.60,4.80,8.00,0.0961,99.25,0.44,0.10,0.01,0.00,0.19,0.00,0.01
PNA,17,2,53.10,16.60,4.80,8.00,0.0961,99.26,0.43,0.09,0.00,0.00,0.19,0.01,0.02
PNA,17,3,53.10,16.60,4.80,8.00,0.0961,98.93,0.54,0.31,-0.01,0.04,0.23,-0.02,-0.01
PNA,18,1,58.20,16.60,5.00,9.00,0.1108,99.20,0.50,0.08,0.01,0.00,0.18,0.00,0.02
PNA,18,2,58.20,16.60,5.00,9.00,0.1108,99.11,0.53,0.10,0.01,0.00,0.22,0.00,0.02
PNA,18,3,58.20,16.60,5.00,9.00,0.1108,98.94,0.55,0.28,0.00,0.02,0.23,-0.02,0.00
PNA,19,1,102.40,20.10,5.20,9.80,0.1476,99.21,0.46,0.14,0.00,0.00,0.18,0.00,0.01
PNA,19,2,102.40,20.10,5.20,9.80,0.1476,99.20,0.47,0.11,0.00,0.00,0.19,0.00,0.02
PNA,19,3,102.40,20.10,5.20,9.80,0.1476,99.09,0.46,0.23,0.01,0.01,0.20,-0.01,0.01
PNA,20,1,60.70,17.10,4.90,9.10,0.1068,99.20,0.45,0.12,0.01,0.00,0.20,0.00,0.02
PNA,20,2,60.70,17.10,4.90,9.10,0.1068,99.26,0.47,0.07,0.01,0.00,0.15,0.00,0.02
PNA,20,3,60.70,17.10,4.90,9.10,0.1068,99.01,0.46,0.27,0.00,0.00,0.25,-0.01,0.02
PNA,21,1,64.20,17.20,4.80,8.90,0.1038,99.20,0.42,0.11,0.02,0.00,0.21,0.00,0.03
PNA,21,2,64.20,17.20,4.80,8.90,0.1038,99.26,0.49,0.05,0.01,0.01,0.17,0.00,0.01
PNA,21,3,64.20,17.20,4.80,8.90,0.1038,99.04,0.54,0.14,0.01,0.00,0.26,-0.01,0.02
PNA,22,1,73.20,17.60,4.90,9.20,0.1173,99.19,0.49,0.11,0.01,0.00,0.18,-0.01,0.01
PNA,22,2,73.20,17.60,4.90,9.20,0.1173,99.23,0.49,0.08,0.01,0.00,0.18,-0.01,0.02
PNA,22,3,73.20,17.60,4.90,9.20,0.1173,99.01,0.48,0.26,0.02,0.00,0.22,0.00,0.01
PNA,23,1,55.30,16.40,4.90,8.60,0.1032,99.25,0.41,0.10,0.00,0.00,0.21,0.00,0.02
PNA,23,2,55.30,16.40,4.90,8.60,0.1032,99.35,0.41,0.06,0.02,0.01,0.14,0.00,0.01
PNA,23,3,55.30,16.40,4.90,8.60,0.1032,99.14,0.47,0.16,0.00,0.01,0.23,0.00,0.00
PNA,24,1,84.20,18.20,4.90,8.70,0.1097,99.15,0.52,0.10,0.01,0.00,0.20,0.00,0.02
PNA,24,2,84.20,18.20,4.90,8.70,0.1097,99.13,0.53,0.10,0.01,0.00,0.21,0.00,0.01
PNA,24,3,84.20,18.20,4.90,8.70,0.1097,99.05,0.52,0.16,0.01,0.02,0.23,-0.01,0.01
PNA,25,1,96.10,19.60,5.10,9.50,0.1410,99.15,0.47,0.13,0.03,0.00,0.19,0.00,0.02
PNA,25,2,96.10,19.60,5.10,9.50,0.1410,99.11,0.49,0.14,0.01,0.00,0.22,0.00,0.02
PNA,25,3,96.10,19.60,5.10,9.50,0.1410,98.92,0.55,0.21,0.02,0.00,0.29,-0.01,0.01
PNA,26,1,85.20,19.30,5.40,10.00,0.1480,99.22,0.47,0.09,0.00,0.00,0.20,0.00,0.01
PNA,26,2,85.20,19.30,5.40,10.00,0.1480,99.14,0.50,0.12,0.02,0.00,0.20,0.00,0.02
PNA,26,3,85.20,19.30,5.40,10.00,0.1480,98.91,0.58,0.28,0.03,0.00,0.20,-0.01,0.01
PNA,27,1,84.90,18.50,5.30,9.70,0.1277,99.08,0.51,0.15,0.01,0.00,0.22,0.00,0.02
PNA,27,2,84.90,18.50,5.30,9.70,0.1277,99.17,0.54,0.11,0.01,0.00,0.16,0.00,0.02
PNA,27,3,84.90,18.50,5.30,9.70,0.1277,99.01,0.51,0.17,0.01,0.03,0.26,-0.01,0.02
PNA,28,1,73.60,17.60,4.80,9.10,0.1021,99.27,0.42,0.11,0.01,0.00,0.17,0.00,0.01
PNA,28,2,73.60,17.60,4.80,9.10,0.1021,99.25,0.45,0.07,0.02,0.00,0.19,0.00,0.02
PNA,28,3,73.60,17.60,4.80,9.10,0.1021,99.14,0.46,0.21,0.02,0.00,0.17,-0.01,0.01
PNA,29,1,54.40,16.20,4.70,8.90,0.0938,99.21,0.46,0.13,0.01,0.00,0.15,0.01,0.01
PNA,29,2,54.40,16.20,4.70,8.90,0.0938,99.24,0.47,0.08,0.01,0.00,0.16,0.00,0.03
PNA,29,3,54.40,16.20,4.70,8.90,0.0938,99.15,0.47,0.15,-0.01,0.04,0.19,-0.01,0.02
PNA,30,1,53.60,15.80,4.50,7.70,0.0735,99.25,0.42,0.12,0.01,0.00,0.18,0.00,0.01
PNA,30,2,53.60,15.80,4.50,7.70,0.0735,99.25,0.45,0.07,0.01,0.00,0.19,0.01,0.02
PNA,30,3,53.60,15.80,4.50,7.70,0.0735,98.99,0.44,0.27,0.01,0.00,0.26,-0.01,0.03